Poem_Index,Title,Author,URL,Content,A,B,C,Translation
104,老将行,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_06c78d21bac2.aspx,"少年十五二十时，步行夺得胡马骑。(夺得 一作：夺取)
射杀山中白额虎，肯数邺下黄须儿！
一身转战三千里，一剑曾当百万师。
汉兵奋迅如霹雳，虏骑崩腾畏蒺藜。
卫青不败由天幸，李广无功缘数奇。
自从弃置便衰朽，世事蹉跎成白首。
昔时飞箭无全目，今日垂杨生左肘。
路旁时卖故侯瓜，门前学种先生柳。
苍茫古木连穷巷，寥落寒山对虚牖。(苍茫 一作：茫茫)
誓令疏勒出飞泉，不似颍川空使酒。
贺兰山下阵如云，羽檄交驰日夕闻。
节使三河募年少，诏书五道出将军。
试拂铁衣如雪色，聊持宝剑动星文。
愿得燕弓射大将，耻令越甲鸣吾君。(大将 一作：天将)
莫嫌旧日云中守，犹堪一战取功勋。",走马川行奉送封大夫出师西征,将进酒,丹青引赠曹将军霸,"当年十五二十岁青春之时，徒步就能夺得胡人战马骑。
年轻力壮射杀山中白额虎，数英雄岂止邺下的黄须儿？
身经百战驰骋疆场三千里，曾以一剑抵当了百万雄师。
汉军声势迅猛如惊雷霹雳，虏骑互相践踏是怕遇蒺藜。
卫青不败是由于天神辅助，李广无功却缘于命运不济。
自被摈弃不用便开始衰朽，世事随时光流逝人已白首。
当年像后羿飞箭射雀无目，如今不操弓疡瘤生于左肘。
像故侯流落为民路旁卖瓜，学陶令门前种上绿杨垂柳。
古树苍茫一直延伸到深巷，寥落寒山空对冷寂的窗牖。
誓学耿恭在疏勒祈井得泉，不做颍川灌夫为牢骚酗酒。
贺兰山下战士们列阵如云，告急的军书日夜频频传闻。
持节使臣去三河招募兵丁，诏书令大将军分五路出兵。
老将揩试铁甲光洁如雪色，且持宝剑闪动剑上七星纹。
愿得燕地的好弓射杀敌将，绝不让敌人甲兵惊动国君。
莫嫌当年云中太守又复职，还堪得一战为国建立功勋。"
105,经邹鲁祭孔子而叹之,李隆基 〔唐代〕,https://www.gushiwen.cn/shiwenv_325d2f85a89e.aspx,"夫子何为者，栖栖一代中。
地犹鄹氏邑，宅即鲁王宫。
叹凤嗟身否，伤麟怨道穷。
今看两楹奠，当与梦时同。",关山月,行经华山,晨诣超师院读禅经,尊敬的孔老夫子，你一生劳碌奔波，周游列国，究竟想要做成什么呢？如今这地方还是鄹县的城邑，你终被安葬在了出生的土地，然而你的旧宅曾被后人毁坏，改建为鲁王宫。在你生活的当时，凤鸟不至，你叹息命运不好；麒麟出现，你又忧伤哀怨，感叹世乱道穷。你一生不如意，看今日你端坐在堂前两楹间，接受后人的顶礼祭奠，正如同你生前梦境中所见的一样，想必你也该稍感慰藉了吧。
106,终南望余雪,祖咏 〔唐代〕,https://www.gushiwen.cn/shiwenv_038457ce8c4e.aspx,"终南阴岭秀，积雪浮云端。
林表明霁色，城中增暮寒。",早寒江上有怀,终南山,终南别业,终南山的北面山色秀美，山上的皑皑白雪好似与天上的浮云相连。雪后初晴，林梢之间闪烁着夕阳余晖，傍晚时分，城中又添了几分积寒。
107,终南山,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_b2c5b8e21855.aspx,"太乙近天都，连山接海隅。(接 一作：到)
白云回望合，青霭入看无。
分野中峰变，阴晴众壑殊。
欲投人处宿，隔水问樵夫。",望岳,终南望余雪,岁暮归南山,巍巍的终南山高入云霄，与天帝的住所临近。绵亘不绝的山峦，延伸到遥远的大海之滨。回望山下白云滚滚连成一片，青霭迷茫进入山中都不见。终南山连绵延伸，占地极广，中峰两侧的分野都变了，众山谷的天气也阴晴变化，各自不同。想在山中找个人家去投宿，隔水询问那樵夫可否方便？
108,终南别业,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_cd7027786b98.aspx,"中岁颇好道，晚家南山陲。
兴来每独往，胜事空自知。
行到水穷处，坐看云起时。
偶然值林叟，谈笑无还期。",送别·下马饮君酒,终南望余雪,江南曲,中年以后存有较浓的好道之心，直到晚年才安家于终南山边陲。兴趣浓时常常独来独往去游玩，有快乐的事自我欣赏自我陶醉。间或走到水的尽头去寻求源流，间或坐看上升的云雾千变万化。偶然在林间遇见个把乡村父老，偶与他谈笑聊天每每忘了还家。
109,筹笔驿,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_1c83ec8bc760.aspx,"鱼鸟犹疑畏简书，风云常为护储胥。
徒令上将挥神笔，终见降王走传车。
管乐有才真不忝，关张无命欲何如？
他年锦里经祠庙，梁父吟成恨有余。",登楼,题大庾岭北驿,秋日赴阙题潼关驿楼,至今连鱼鸟还在惊畏丞相的严明军令，风云常常护着他军垒的藩篱栏栅。诸葛亮徒然在这里挥笔运筹谋划，后主刘禅最终却乘坐传车去投降。孔明真不愧有管仲和乐毅的才干，关公张飞已死他又怎能力挽狂澜？往年我经过锦城武侯祠时，曾经吟诵了梁父吟为他深表遗憾！
110,竹里馆,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_4809b5e7a16a.aspx,"独坐幽篁里，弹琴复长啸。
深林人不知，明月来相照。",酬张少府,云阳馆与韩绅宿别,鹿柴,独自闲坐在幽静竹林，一边弹琴一边高歌长啸。深深的山林中无人知晓，只有一轮明月静静与我相伴。
111,积雨辋川庄作,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_61ac7e419655.aspx,"积雨空林烟火迟，蒸藜炊黍饷东菑。
漠漠水田飞白鹭，阴阴夏木啭黄鹂。
山中习静观朝槿，松下清斋折露葵。
野老与人争席罢，海鸥何事更相疑。",赋得暮雨送李胄,辋川闲居赠裴秀才迪,过香积寺,连日雨后，树木稀疏的村落里炊烟冉冉升起。烧好的粗茶淡饭是送给村东耕耘的人。广阔平坦的水田上一行白鹭掠空而飞；田野边繁茂的树林中传来黄鹂宛转的啼声。我在山中修身养性，观赏朝槿晨开晚谢；在松下吃着素食，和露折葵不沾荤腥。我已经是一个从追名逐利的官场中退出来的人，而鸥鸟为什么还要猜疑我呢？
112,秦中感秋寄远上人,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_ab3dd0fbce99.aspx,"一丘常欲卧，三径苦无资。
北土非吾愿，东林怀我师。
黄金燃桂尽，壮志逐年衰。
日夕凉风至，闻蝉但益悲。",感遇十二首·其二,秋日登吴公台上寺远眺,秋夜寄邱员外,常想隐居在山林丘壑间，却苦于没有钱财置办归隐的田园。滞留长安并非我的心愿，心中始终怀念东林寺的远上师父。钱财像烧尽贵如桂枝的柴薪般耗尽，建功立业的壮志也逐年衰减。黄昏时凉风阵阵袭来，听到声声蝉鸣，只让人更添悲伤。
113,秋登兰山寄张五,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_59375fc2edd7.aspx,"北山白云里，隐者自怡悦。
相望试登高，心随雁飞灭。(试 一作 始)
愁因薄暮起，兴是清秋发。
时见归村人，沙行渡头歇。(沙行 一作：沙平)
天边树若荠，江畔洲如月。(洲 一作：舟)
何当载酒来，共醉重阳节。",宣州谢朓楼饯别校书叔云,题破山寺后禅院,将进酒,登上这白云缭绕的万山峰岭，心头升起一种超脱尘俗的喜悦。我试着登上高山遥望远方，心情早就随着鸿雁远去高飞。愁绪每每是薄暮引发的情绪，兴致往往是清秋招致的氛围。在山上时时望见回村的人们，走过沙滩坐在渡口憩息歇累。天边林中树木好似颗颗荠菜，俯视江畔的沙洲好比是弯月。什么时候能载酒来这共饮，于重阳佳节对酌同醉。
114,秋日赴阙题潼关驿楼,许浑 〔唐代〕,https://www.gushiwen.cn/shiwenv_b2aea72b82fa.aspx,"红叶晚萧萧，长亭酒一瓢。
残云归太华，疏雨过中条。
树色随山迥，河声入海遥。(随山 一作：随关)
帝乡明日到，犹自梦渔樵。",酬张少府,阙题,兵车行,晚风中的红叶萧萧落下，长亭里痛饮下别酒一瓢。天上残云飞回太华山上，稀疏的细雨越过中条岭。苍莽的树色随城关远去，黄河呼啸流进遥远海洋。明日里就要抵达都城中，我仍在做那渔人樵夫梦。
115,秋日登吴公台上寺远眺,刘长卿 〔唐代〕,https://www.gushiwen.cn/shiwenv_2cc76d63e364.aspx,"古台摇落后，秋日望乡心。(秋日 一作：秋入)
野寺来人少，云峰隔水深。
夕阳依旧垒，寒磬满空林。
惆怅南朝事，长江独至今。",西塞山怀古,题破山寺后禅院,长沙过贾谊宅,古老的吴公台早已凋残破败，秋日里我登高远望，思乡之情油然而生。荒野古寺来往行人稀少，云雾缭绕的山峰被深水阻隔，显得遥远又朦胧。夕阳依旧斜照在旧日的吴公台上，清冷的磬声在空寂的树林里回荡。感伤南朝往事不胜惆怅，只有长江奔流从古到今。
116,秋夜曲,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_46e77c265577.aspx,"桂魄初生秋露微，轻罗已薄未更衣。
银筝夜久殷勤弄，心怯空房不忍归。",秋夕,秋夜寄邱员外,江南曲,一轮秋月刚刚升起秋露初生，罗衣已显单薄却懒得更换别的衣裳。更深夜阑还在殷勤拨弄银筝，原来是怕空房寂寞不忍回归。
117,秋夜寄邱员外,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_0f23fdb7b5f9.aspx,"怀君属秋夜，散步咏凉天。
空山松子落，幽人应未眠。(空山 一作：山空)",听董大弹胡笳声兼寄语弄房给事,秋夜曲,夜雨寄北,在这秋夜我心中怀念着你，一边散步一边咏叹这初凉的天气。寂静的山中传来松子落地的声音，遥想你应该也还未入睡。
118,秋夕,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_bbe4155bdc90.aspx,"银烛秋光冷画屏，轻罗小扇扑流萤。
天阶夜色凉如水，卧看牵牛织女星。(天阶 一作：天街；卧看 一作：坐看)",宣州谢朓楼饯别校书叔云,秋夜曲,山居秋暝,银烛的烛光映着冷清的画屏，手执绫罗小扇扑打萤火虫。夜色里的石阶清凉如冷水，躺卧着凝视天河两旁的牵牛织女星。
119,石鼓歌,韩愈 〔唐代〕,https://www.gushiwen.cn/shiwenv_20bc181ba92d.aspx,"张生手持石鼓文，劝我试作石鼓歌。
少陵无人谪仙死，才薄将奈石鼓何。
周纲凌迟四海沸，宣王愤起挥天戈。
大开明堂受朝贺，诸侯剑佩鸣相磨。
蒐于岐阳骋雄俊，万里禽兽皆遮罗。
镌功勒成告万世，凿石作鼓隳嵯峨。
从臣才艺咸第一，拣选撰刻留山阿。
雨淋日炙野火燎，鬼物守护烦撝呵。
公从何处得纸本，毫发尽备无差讹。
辞严义密读难晓，字体不类隶与蝌。
年深岂免有缺画，快剑斫断生蛟鼍。
鸾翔凤翥众仙下，珊瑚碧树交枝柯。
金绳铁索锁钮壮，古鼎跃水龙腾梭。
陋儒编诗不收入，二雅褊迫无委蛇。
孔子西行不到秦，掎摭星宿遗羲娥。
嗟余好古生苦晚，对此涕泪双滂沱。
忆昔初蒙博士征，其年始改称元和。
故人从军在右辅，为我度量掘臼科。
濯冠沐浴告祭酒，如此至宝存岂多。
毡包席裹可立致，十鼓只载数骆驼。
荐诸太庙比郜鼎，光价岂止百倍过。
圣恩若许留太学，诸生讲解得切磋。
观经鸿都尚填咽，坐见举国来奔波。
剜苔剔藓露节角，安置妥帖平不颇。
大厦深檐与盖覆，经历久远期无佗。
中朝大官老于事，讵肯感激徒媕婀。
牧童敲火牛砺角，谁复著手为摩挲。
日销月铄就埋没，六年西顾空吟哦。
羲之俗书趁姿媚，数纸尚可博白鹅。
继周八代争战罢，无人收拾理则那。
方今太平日无事，柄任儒术崇丘轲。
安能以此尚论列，愿借辩口如悬河。
石鼓之歌止于此，呜呼吾意其蹉跎。",韩碑,山石,石鱼湖上醉歌,"张生手拿周朝石鼓文的拓本，劝我写一首咏赞它的石鼓歌。
杜甫李白才华盖世但都作古，薄才之人面对石鼓无可奈何。
周朝政治衰败全国动荡不安，周宣王发愤起兵挥起了天戈。
庆功之时大开明堂接受朝贺，诸侯接踵而至剑佩叮当撞磨。
宣王田猎驰骋岐阳多么英俊，四方禽兽无处躲藏都被网罗。
为把英雄功业刻石扬名万世，凿山石雕石鼓毁坏高山嵯峨。
随从之臣才艺都是世上第一，挑选优秀撰写刻石放在山坡。
任凭长年雨打日晒野火焚烧，仗着鬼神守护石鼓永不湮没。
你从哪里得来这拓本的底稿？丝毫都很完备一点也无差错。
言辞严谨内容奥密难于理解，字体不像隶书蝌文自成一格。
年代久远难免受损笔画残缺，仍像得剑斩断活生生的蛟鼍。
字迹有如鸾凤翔飞众仙飘逸，笔画恰似珊瑚碧树枝柯交错。
苍劲钩连像金绳铁索穿锁钮，浑然又像织梭化龙九鼎沦没。
浅见儒士编纂诗经却不收入，大雅小雅内容狭窄并不壮阔。
孔子周游未到秦地无知难怪，采诗不全像取星宿却漏羲娥。
啊我虽好古却苦于生得太晚，对着石鼓文我哭得涕泪滂沱。
想当年我蒙召做国子监博士，那年正改纪元年号称着元和。
我的朋友在凤翔府任职从事，曾经为我设计挖掘石鼓坑窝。
我刷帽沐浴禀告国子监祭酒：“如此至宝文物世上能存几多？
只要包毡裹席就能立即运到，十个石鼓运载只需几匹骆驼。
进献太庙把它比作文物郜鼎，那声价百倍于郜鼎岂是太过？
皇恩浩荡如果准许留在太学，诸生就能钻研解说一起切蹉。
汉朝时鸿都门观经尚且拥塞，将会看见全国上下为此奔波。
剜剔藓苔泥尘露出文字棱角，把它放得平平稳稳不偏不颇。
高楼大厦深檐厚瓦把它覆盖，经历久远不受意外损坏伤挫。”
朝中的大官个个都老于世故，他们空无主见岂肯感奋奔波？
牧童在鼓上敲火牛用它磨角，谁能再用手把这个宝物抚摸？
长年累月风化销铄将被埋没。六年来向西遥望我空叹吟哦！
王羲之书法时俗趁机显秀媚，书写数张还可换回一群白鹅。
继周之后八代争战已经结束，至今无人收拾整理又可奈何？
如今正是天下太平国泰民安，皇上重视儒术推崇孔丘孟轲。
怎么才能把此事向皇帝建议，愿借善辩之人发挥口若悬河。
石鼓歌写到这里就算结束吧，哎呀我的意愿大概会是白说！"
120,石鱼湖上醉歌,元结 〔唐代〕,https://www.gushiwen.cn/shiwenv_77085af4c2c2.aspx,"漫叟以公田米酿酒，因休暇，则载酒于湖上，时取一醉。欢醉中，据湖岸，引臂向鱼取酒，使舫载之，遍饮坐者。意疑倚巴丘酌于君山之上，诸子环洞庭而坐，酒舫泛泛然触波涛。而往来者，乃作歌以长之。
石鱼湖，似洞庭，夏水欲满君山青。
山为樽，水为沼，酒徒历历坐洲岛。
长风连日作大浪，不能废人运酒舫。
我持长瓢坐巴丘，酌饮四坐以散愁。",早秋三首·其一,登幽州台歌,登金陵凤凰台,"我用公田产出的粮食来酿酒，常借休假之闲，载酒到石鱼湖上，暂且博取一醉。在酒酣欢快之中，靠着湖岸，伸臂向石鱼取酒，叫船载着，使所有在座的人都痛饮。好像靠着巴陵山，而伸手向君山上舀酒一般，同游的人，也像绕洞庭湖而坐。酒舫漫漫地触动波涛，来来往往添酒。于是作了这首醉歌，歌咏此事。

湖南道州的石鱼湖，真像洞庭，夏天水涨满了，君山翠绿苍苍。
且把山谷作酒杯，湖水作酒池，酒徒济济，围坐在洲岛的中央。
管他连日狂风大作，掀起大浪，也阻遏不了，我们运酒的小舫。
我手持酒葫芦瓢，稳坐巴丘山，为四座斟酒，借以消散那愁肠。"
